,reviews,stars,date,Verified
241, trip verifi washington london flight unexpect cancel husband spent hour phone middl night tri rebook flight told custom servic repres cancel trip spend thousand lodg ticket tour etc final rebook still lost one day one day lodg ticket show tri least get anoth day end trip one could help us one care famili vacat total alter cost us bunch money disappoint angri custom servic ,1,2022-07-07,True
242,verifi nairobi new york via london british airway given grief tri cancel ticket uncl pass away cancel ticket instead newli widow aunt split book origin book less two week schedul flight tri amend book hour hour spent hold agent told queri priorit receiv call back within 48 hour call everi 2 3 day noth done reinstat ticket agent ever resolv situat never book ba sure fli easi total lack practic assist caus distress frustrat mani hour wast time think spent money ticket ba cheaper carrier think would make life easier big mistak,10,2022-07-06,False
243,verifi today husband friend flew dublin london citi airport appar went well check flight ineptitud lack system seem full bloom wait wait bag come baggag carriag neither husband mine came found ba servic person help told 60 bag check 59 plane thought one bag made two custom flight complain someon els gotten bag assum 59 60 kind interest fiction told file claim ba com time 10 hour flight land system say idea bag bag get flight less less airlin track bag fastidi usual fli unit airlin track bag everi stage flight updat info e g bag load onto plane bag way baggag claim ba seem anyth like case appear ba cannot even locat bag flown ba mani year experi would never book ,8,2022-07-06,False
244,verifi british airway poor staf venic airport one check 2 flight depart within 15 minut 1 5 hour huge line snake airport flight crew fine london baltimor segment older 787 usual much nicer limit tv movi select wifi work flight crew ok food adequ ,1,2022-07-04,False
245,verifi book flight wife heathrow nairobi premium economi use frequent flyer point paid 205 reserv two seat 2 4 2 configur cabin want sit row 4 peopl possibl week flight ba email say chang seat select log see new seat select move row 4 email also state happi new seat select made could get full refund money paid call cancel reserv paid 200 cancel fee refund frequent flyer mile ask refund fee seat reserv told seat reserv fee non refund read email sent chang reserv seat repeat seat reserv alway non refund ,2,2022-07-04,False
246, trip verifi departur 40 minut late a350 flew eighteen month old seat space economi class seem tight seat front fulli tilt back real challeng get seat screen becom close face becom difficult focus screen audio poor due music drown convers gave tri watch cabin crew seem realli struggl servic felt disorganis felt sorri cabin crew seem work hard seem lot aisl type aircraft felt unnatur overhead bin high mani passeng difficulti ess belong flight tri use overhead attend light verifi wife meal one respond better stop flight attend aisl nice aircraft two hour flight fun close eleven hour go explor option use ba hassl make contact anybodi flight put even go airport ,1,2022-06-30,True
247,verifi go belfast london cancel flight even know cancel someon behind us tell us connect flight spent lot money holiday refund take age overal happi ,4,2022-06-30,False
248,verifi second time get poor servic ba 1st unabl contact via phone email websit 2nd even four busi class ticket across atlant allow free seat select check 24 hour prior flight understand last 24 hour intern trip like time confirm seat wife kid spread throughout plane cours one airport could anyth ,1,2022-06-29,False
249,verifi book flight london pari 2020 trip cancel due covid lockdown ask ba staff refund told cannot issu voucher state good two elder peopl australia would know travel inform option silli voucher sent run date unus ask two year refund mani mani email keep say took voucher choic anyon option complaint would grate realli fair take money ,6,2022-06-28,False
250,verifi left mia late due issu provis plane arriv late miss connect lhr cdg lhr british airway rebook us 1 3 flight cdg said never took flight cdg cancel flight back mia sinc take flight credit avio one flight said never took thus book anoth airlin return last moment tri call ba nightmar hold 1 hour total 127 extra call plan help person know us contact duti offic handl flight problem feed us back number call unabl help ba cost 5800 overal flown year reach silver gold status never new leadership sunk less budget low cost airlin custom servic charg premium rate fool ,1,2022-06-27,False
251,verifi flight delay 6 hour cours caus us miss connect flight chang differ rout final lost luggag one inform never travel british airway ,1,2022-06-27,False
252,verifi terribl experi british airway oblig check carri suitcas due group number ord girl front desk could miss two suitcas plus luggag boyfriend travel 3 day deliv 2 3 bag sinc promis deliv last one persist alreadi 10 day pass still inform last suitcas alway promis bag deliv today never happen respect custom first last time british airway sure recommend ,1,2022-06-27,False
253, trip verifi ba cancel flight never got book anoth refund quarter spent despit covid guarante book onto flight ba april 29th 2022 hong kong london cancel flight look rebook later date covid ticket flexibl assur find flight includ octob opt refund think get full refund refund 1 5 paid call servic centr explan fathom could cancel flight flight avail get full refund phone call take 45 minut get talk custom servic that frustrat begin custom servic peopl adam full refund given ask wait escal case month later 6 phone call later that 6 hour wait phone final refund littl total less 1 4 paid would seem get refund increment would call custom servic take round circl got frustrat give instead call enquir via websit answer get full refund cancel book neither fault decid stop flight hk anoth month wait reason gave email thank contact us claim eu compens sorri necessari cancel flight heathrow 29 april 2022 claim refus ba0032 cancel non payabl commerci reason request would advis kind get touch custom support team know status refund look support team take reason measur avoid disrupt flight alway consid altern solut make decis cancel control caus unforeseen disrupt schedul thank follow us pleas feel free contact us help hope chanc welcom board soon best regard british airway custom relat know non payabl commerci reason 250 sterl go leav boycott compani ,1,2022-06-25,True
254, trip verifi belfast london 20 jun 0650 inform 0200 flight ba1427 delay 0915 reach london heathrow 1025 reach airport 0445 ba counter open 0510 checkin counter approach ba ground staff advic connect singapor airlin flight 1125 day repli custom respons contact airlin noth given card contact info ba custom servic sale next 2 hrs airport tri contact ba told hotlin oper 0800 call anoth number urgent case ever number dial get speak one till 0757 told noth could connect flight singapor airlin onboard aircraft approach help luggag place compart told custom respons would think twice take ba futur ,1,2022-06-25,True
255,verifi custom servic british airway realli bad reach call centr agent even wait 30 min realli appreci emir turkish airlin face ba low qualiti custom servic custom servic food offer long haul ldn jnb realli low qualiti airlin oper work co flight cater way better ba guess ba select lowest budget option co overal rate 2 5 ba feel stingi ba fli note respect cabin crew,1,2022-06-24,False
256, trip verifi ba still charg premium airlin fare howev deliv noth better low cost offer seat reclin legroom minim caus anyon taller 1 60m tortur fli sardin good old time glamour fli ba far gone ground forc almost reduc 0 cheap pack crispi water posit side cabin crew alway happi well pretend least price charg advis everi passeng fli low cost airlin altern pay extra absolut noth ,1,2022-06-23,True
257, trip verifi new rout ba introduc begin june sever year covid relat delay busi class experi fear typic nickel dime polici introduc airlin past decad plus help friend fa minus cabin fair cramp six seat across pod surpris littl room limit storag space hard adjust seat particular get lie flat even fa found difficult flight entertain limit poor choic film tv programm music food choic qualiti poor one three main unavail pea mushroom risotto almost ined chees select also poor know busi class offer ba rival fli similar rout like experi match provid singapor airlin flight far east australasia ,1,2022-06-23,True
258, trip verifi regular ba custom european flight sad true note standard continu slip particular ground servic lhr atroci handl delay staff entranc first wing brusqu put mild rude urat flight board 1835 1900 departur 45 min later 4 late custom allow board singl pa apolog flight deck crew benefit low cost airlin hang around latecom sad ba time warp ba pilot use best updat status drop dramat last 2 3 year food standard choic t5 first loung one item improv post covid inflight servic short 2h 40m flight light dinner tray 2 choic row 3 32 passeng club europ 4 salad option avail print menu offer cabin staff explain given 10 menus 32 custom appear suppli control place ba food qualiti okay co suppli co meal turkish airlin remain superior ba manag flew turkish 10 day ago staff servic perfunctori attempt interact custom club europ cabin end start ba standard continu slip ,4,2022-06-22,True
259,verifi right use british airway book person said would enough time connect flight final destin wrong flight london late auto miss flight edinburgh wait 9 hour next flight come back flight leav late run get connect flight sat tarmac hour luggag go thought good probabl luggag back boston luggag show said would get within 24 hour far least 2 day ,1,2022-06-20,False
260,verifi could much understand lose luggag 8 day airport risk well awar travel greec wed howev mani attempt receiv communic compani noth disappoint upset compani one point pick immedi hang husband recent time call request agent luggag team give timelin bag locat man phone verbatim state proceed tell bag edmonton westjet problem say hold take hold book westjet westjet luggag issu amaz call given info everyon never use compani anyon close complet dishearten pleas pleas use compani would like travel chanc go smooth chanc receiv adequ even inform communic never life treat like custom ,4,2022-06-19,False
261, trip verifi a80 wonder aircraft quieter aircraft flown flight delay arriv vancouv london meant depart flight vancouv also delay passeng wait almost 90 minut london termin 5 baggag arriv excus given ba ground staff baggag staff busi right baggag arriv soon onboard amen servic quit disappoint seat reason spacious offer suffici back support meal size portion consider smaller last flown ba tini ham chees croissant breakfast cabin crew notic absent cabin flight offer water juic beverag flight overal fair disappoint experi ba ,5,2022-06-18,True
262, trip verifi lhr sfo new club suit rather chaotic embark despit small number passeng pushback delay lack tug club suit seat 2k 3k huge improv previous cw product excel ife good rang movi cabin crew attent effici food adequ still serv tray arriv less time delay lack marshal guid plane air bridg long queue get immigr ,1,2022-06-17,True
263, trip verifi covid form broken call custom servic twice differ time hung due busi pick phone 1 hour flight delay first queue hand hand luggag due enough room untru storag compart empti enter plane explain realli cannot afford wait luggag 3 hour drive left arriv airport short total custom friend tri avoid fli next time ba ,1,2022-06-16,True
264,verifi feel like ba put economi back premium economi pleasant friend help cabin crew howev two hour food serv alreadi delay 7 40pm flight singl drink offer plastic cup meal servic food offer wine crew could come back later want someth els includ water drank wine anyway leap offer given long took food never experienc airlin premium economi product flew westjet year took drink order board brought meal glasswar brilliant air new zealand glass use name throughout water eventu came round eaten say crew pleasant friend seem equip staf follow poor procedur food forgett flight entertain great screen larg unfortun everi seatbelt light announc screen bright level reset retina sear default fun night flight turbul loo gatwick 777 halfway economi pandemonium back upsid layout pe next exit deplan quick check queue cancun took forev see hear gate announc everyon crowd gate grate prioriti board situat bag arriv ok gatwick delay continu avoid ba unless use avio busi class altern ba problem seem easi fix cabin crew clear eager help equip given servic procedur match airlin price point ,4,2022-06-15,False
265,verifi phoenix london heathrow hamburg despit 4 hour layov heathrow bag make onto connect flight hamburg one baggag trace desk number provid dead end abil leav messag connect employe group passeng miss check baggag wait airport tri everi outlet possibl check desk baggag trace desk call email two hour avail solut us fill sheet paper contact info baggag descript four day later inform luggag way contact custom servic absolut miser custom support flight alright bad custom servic never fli ba ,8,2022-06-13,False
266, trip verifi worst airlin experi ever flew 7 peopl busi class check disast claim exchang ticket 1 5 hour ticket counter given board pass group 1 delay caus us board much later connect flight cancel lead day long layov 4 children includ infant ultim connect flight also 2 hour late lost luggag 4 day later still luggag call helplin lost luggag result 30 minut 1 hour hold disconnect without speak anyon airlin complet disast pleas fli ,2,2022-06-11,True
267, trip verifi crew ba656 6 june absolut made flight smooth journey possibl nicest crew ever rebook septemb impress ,5,2022-06-08,True
268, trip verifi travel 11th april babi economi class flight ba 2260 ba 2508 pleasur meet sarah air stewardess absolut amaz receiv great servic along staff import went beyond hard enough travel infant assist throughout flight realli appreci repeat ask need anyth arham lap time held whilst cup tea front aircraft chat servic amaz someth never forget thank support throughout flight work aviat job remark appreci hope see ,4,2022-06-06,True
269, trip verifi outstand inflight servic crew friend profession help best british even though departur delay due chao among ground staff vancouv matter crew made flight outstand ,1,2022-06-03,True
270, trip verifi recent trip boston depart lhr t5 ground staff absolut fantast made extra effort make sure prepar covid entri requir us realli friend person short queue bag drop secur would say took us 20 minut kerbsid loung fantast consid go uk moment board quick effici complet within 30 minut seat last row economi realli appreci low densiti 3 3 3 layout economi compar 10 abreast seat colleagu strateg book aisl seat either side centr lucki enough one sat us realli help consid foot space older seat taken ife box realli help would signific less comfort sat next cabin crew excel well train person visibl throughout flight pro activ offer drink outsid meal servic meal servic effici cabin crew pro activ remov tray peopl finish earli someth rare see economi food co except think eaten much tran atlant flight economi interest compar return flight cater station overal great flight help addit space nonetheless good perform ba total exceed expect base review elsewher would definit consid fli ,10,2022-06-02,True
271,verifi son travel alon first time pursu studi concern issu might especi read review airlin flight experi good delay reach toronto time thank british airway provid hassl free flight son especi troubl airlin gone due pandem unfortun peopl good experi post review skew review negat flight expens though book late dump air canada swiss air cancel flight last moment ,10,2022-06-02,False
272, trip verifi season travel loyal ba custom appal compani recent drop standard book fli zhr lhr mile ticket februari 2022 arriv check sever hour schedul departur inform would pay baggag even though ticket clear includ free check baggag held check hour whilst check agent went consult manag confirm would pay check baggag option pay charg howev result delay check arriv gate find flight close last flight day forc find expens overnight hotel ommod tri contact ba custom servic incid numer asion howev bother respond 3rd attempt ceo complaint got one line respons say free baggag includ ticket point got solicitor write letter final agre refund baggag charg howev refus compens miss flight consider expens loss incur result mistak ,10,2022-06-01,True
273,verifi board time unfortun worst board gate obvious beyond ba control crew good lack person touch old style ying yang busi class total lack storag space 777 show age howev told aircraft taken servic follow week upgrad new club suit cabin crew good food ok wine littl disappoint overal decent flight ,9,2022-05-30,False
274, trip verifi flight delay happen way ba handl incid way beyond flight delay overnight connect flight miss overal delay result 48 hour recheck bag took 4 hour stand line rebook earlier connect deni onlin counter certain never fli ba recommend airlin ,9,2022-05-30,True
275, trip verifi check easi bgi due us check flightradar24 find flight delay near 2 hour notif airlin passeng arriv earlier easi board sequenc number seat joke 8 hour flight leg room isl seat 4 seat front frame block stretch leg passeng front reclin even wors food mediocr poor choic drink choic run stewardess arriv seat choic coca cola water red wine connect flight lhr man cancel contact airlin found tri book seat return leg altern flight provid privat book taxi lhr manchest 4 person work cheaper train outbound flight also farc mention termin chang lhr 5 3 quick turnaround chang termin chaotic stress older relat travel us overal shock british airway guarante never use ,1,2022-05-30,True
276,verifi british airway travel confid probabl unsuit tag line asham back octob book holiday punta cana ba cancel earli 2022 late last year also book heathrow malaga famili wed may guess week ago also got cancel chanc rebook ba mani cancel plan will take risk make destin import event appli receiv refund also ask execut club ount close shall longer wast time book shambl airlin suggest want travel confid choos anoth airlin airlin ,8,2022-05-27,False
277,verifi busi class seat shown 2x2 configur websit economi style unsold middl seat much comfort economi meal servic start three option 2 option row 5 8 busi class row 6 seat one us 2 option grill tofu avail rest busi class ,1,2022-05-24,False
278, trip verifi arriv 3 half hour flight queue ba terribl airport secur line manag well gate close arriv jog gate asthma far worst travel experi ever experienc airlin put warn arriv least 4 hour enjoy experi amsterdam worst airport experienc ,1,2022-05-23,True
279, trip verifi ba say ticket flexibl cancel free within 24 hrs realiti absolut miser altern 8 hour book need chang flight assum get refund like site say appar lie actual give voucher request voucher sign away agre voucher despit know much money refund might get week panick tri call cours call noth hotlin say busi happen give submit request onlin despit guarante amount time luckili show quick rebook need chang book go request voucher time voucher code work websit enter need rebook useless voucher final call execut class phone line member eventu pick agre help thing back end tell send inform book depart contact 72 hour ,1,2022-05-19,True
280,verifi battl long overdu refund ba regard flight origin book 2019 flight cancel voucher issu anoth flight book use voucher cancel tri use voucher new flight ba kept advis voucher use ask check status flight never left agent advis ess inform two year manag speak someon recognis either voucher refund due made note record decid pursu refund felt would less problemat ba acknowledg owe refund one phone call said 18 work day chase long overdu told 21 work day refund never came tri regular get custom servic autom system advis agent avail also sent two follow messag via case refer link sent request updat respons honest feel let ba felt trustworthi reliabl airlin suspect ruin mani trust relationship custom ,2,2022-05-18,False
281, trip verifi tri check requir certif insur covid travel tri 2 hour get issu bank travel insur depart could issu certif close 18 30 long time got cover letter bank sent told miss check 2 minut would let board miss flight contact ba tri rebook anoth departur flight told miss depart flight return flight automat cancel ba polici work new price book flight price 3500 origin paid 1500 flight search googl found flight 1100 fli air mauritius return ba flight origin suppos return unfortun ba made miss 2 day holiday search hour could find anywher ba site need insur document check mauritius airway flight ask insur document love flight issu everi time fli ba bad experi promis never fli ,1,2022-05-18,True
282, trip verifi anoth dread mediocr experi ba malaga time board bus remot stand aircon flight wi fi errat guest order food drink card payment system work gave order final malaga held allow leav plane bag come first case caus plane go unbalanc realli one excus anoth ba day ,1,2022-05-18,True
283,verifi basel johannesburg via london cancel connect flight confus ui still show cancel book book never sent confirm email new flight cant check could check onlin via app custom servic non exist busi line 45min still one help check ,1,2022-05-11,False
284, trip verifi low standard club europ cabin divid aircraft privaci separ cabin would expect aircraft proper clean athen full rubbish bag left seat pocket flight inform flight map long disappear european rout shame staff attent though tri best ,1,2022-05-11,True
285, trip verifi flight affect recent problem ba quit impress british airway premium economi product new boe 787 overal premium economi turn premium clear step economi toward busi class also premium economi product came across much better boe 787 old b747 even b777 seat comfort nice leg room food servic entertain option good clear worth extra money premium economi ,3,2022-05-09,True
286,verifi british airway continu declin custom servic use love airlin three poor experi back back regard custom servic phone flight chang voucher recent experi cost 3000 origin book due bad rep advic multipl call compani even part execut club silver continu left hold age last week spent 6 hour phone seek support rate lost trust ,2,2022-05-08,False
287,verifi flight lax lhr paid pick seat flight back lax saw 116 come ount next day ad book day flight websit tell longer book seat seat paid sold someon els spent hour tri find way contact custom servic first told dm airlin twitter find extrem inappropri still reach anyway unabl find anoth way contact twitter told look agent help never end respond left messag unread 6 hour wait twitter dm back end abl find chat line websit talk agent chat line inform sold seat anoth custom would book new seat howev unabl tell seat mani peopl row frustrat convers abl book origin seat soon tri pull book british airway app unabl find would enter book refer site would say su ess book would show refresh page continu tri add book app would thing everi time say su ess never add book abl find chat line dm compani twitter support issu extrem frustrat ,4,2022-05-05,False
288, trip verifi amaz flight comfort premium economi seat upgrad leg rest new aircraft staff friend profession food great beyond expect ,8,2022-05-04,True
289, trip verifi book flight london paid month advanc upgrad seat isl side exit row front cabin legroom upon check expens upgrad given away someon els left choos miser middl seat near toilet spent entir afternoon call custom servic call went autom system simpli hang decid busi place indefinit hold replet elev music insincer guarante call matter greet someon heavi ent low qualiti hard hear line 32 deaf sometim would purpos hang said anyth time would purpos hang state plight manag persist hour end would hang purpos need put hold speak supervisor end ba manag swindl hundr dollar book anoth airlin principl ,1,2022-05-04,True
290,verifi way home 3 week holiday uk 4 flight british airway 2 intern flight london edinburgh great due friend staff complic howev 2 long haul flight nightmar initi flight cape town heathrow full flight staff seem overwhelm ran certain food drink economi right back got leftov entertain system also work board return flight heathrow cape town check process horrif book expedia somehow return flight check bag allow realis check end pay addit 85 bag told tri manag book app possibl also spent 20 minut hold tri get ba custom servic number luck ask speak someon person termin 5 told custom servic desk main ba termin overal took us 2 hour get check speak 6 differ staff member none could help also discrep baggag allow friend travel allow 26kg pay add bag told overweight allow 23kg bag 24kg compar flown airlin never fli ba level servic shock compar would expect ,3,2022-04-29,False
291, trip verifi would like thank great servic handicap famili afraid trip fli alon layov london hour chang termin everyth thank great servic trip amaz took great care made sure well throughout whole flight ,10,2022-04-29,True
292, trip verifi connect madrid iberia wrote scath review aw long haul busi class servic british airway short haul busi class total differ class cabin 10 row seat bc record staff met us door cheer way sign high profession way would continu look us throughout flight messag cabin crew flight crew excel food first class noth much staff oh two member compani offer differ level sift hard servic thought must ingrain ethic compani british airway keep good work would better proper busi class seat like european competitor overal made feel proud brit ,2,2022-04-28,True
293,verifi flew dubrovnik heathrow 24th april 2022 check fast clear secur 15 minut made way loung basic essenti clean spacious board time came prioriti board first board welcom cabin crew given wipe seat left less tme safeti brief taxi take airborn soon time drink meal servic choic 3 main meal option good serv friend crew captain kept us inform progress journey arriv heathrow slight earli overal pleasant trip fli british airway,1,2022-04-27,False
294, trip verifi alway chosen make big deal poor servic delay dirti aircraft pack loung cabin crew etc experienc year lost patienc airlin paid almost 1k extra chang return flight famili get flight specif time ba cancel place us anoth flight almost 10 hour later option get avail flight busi class loung lhr pack hard space move aircraft filthi food wrap paper seat floor seat uncomfort food busi class passeng includ bread roll pass basket poor level hygien overcrowd delay cancel make worst airlin endur ,10,2022-04-24,True
295, trip verifi busi loung close pisa airport probabl beyond control british airway close sinc januari least british airway could done would issu custom paid servic voucher use airport complain ba compens said would credit ount 10000 avio point felt adequ compens point felt ba handl situat prompt profession manner howev seven week ago avio point ad ount call call centr multipl time one point put hold hour put right depart phone answer told wrong depart phone number read number call scenario replay probabl twenti time clear ba intent resolv make custom go round circl give airlin absolut appal way treat custom ,8,2022-04-23,True
296,verifi good friday flight delay 5hour std 12 50 atd 18 00 durban south africa johannesburg announc made approach time frame given simpli know aircraft tow hanger johannesburg crew arriv late aircraft filthi shall never fli comair includ kulula ba absolut shock servic ,10,2022-04-20,False
297,verifi trip 4 flight includ 4 flight delay worst 2h15min also one flight cancel rebook 4h earlier flight loos 4h short vacat explan compens given cancel flight delay expect lot better earlier use ba good result realli bad experi avoid use ba travel ,1,2022-04-20,False
298,verifi first time new club world suit excel lot space privaci good seat doubt better good staff ever quibbl food serv ba need roll quick ,1,2022-04-20,False
299, trip verifi incred rude check staff british airway counter nice 16th april 2022 zero empathi toward struggl custom second situat happen arriv nice termin 1 ba0262 13 april luggag make flight put detail deliveri luggag arriv nice airport day receiv email avia partner lost found british airway partner 13 14pm inform us luggag arriv nice multipl email back forth emphasi strong express cloth shoe wear 3 short day monaco vital receiv luggag asap ladi repli import come pick airport send driver pick despit fact proper deliveri address suppli begin appal experi ,1,2022-04-16,True
300, trip verifi book busi class flight qanta melbourn glasgow via london qanta fli heathrow british airway partner airlin automat book ba heathrow glasgow book flight octob howev 2 day due leav receiv email british airway advis flight heathrow glasgow cancel help us email said howev book us anoth flight leav london citi airport 26 mile heathrow airport flight go edinburgh glasgow sure suppos get glasgow addit economi busi class even though book busi class origin book one connect flight british airway know travel 22 hour australia mention email compens chang class addit travel cost get anoth airport noth possibl ept flight given obvious never go work us contact detail british airway also sent email good friday even eventu find contact number offic close never experienc terribl custom servic airlin ever flow guarante never fli british airway ,1,2022-04-15,True
301,verifi servic good cabin crew kind board quick aircraft size seat comfort economi a380 wall still expand outward first floor lot space food good airplan food bad thing ife screen quit outdat good qualiti howev larg select movi tv show,9,2022-04-14,False
302, trip verifi total chao departur immigr malaga airport board quick polit welcom cabin crew beverag cart take prompt follow lunch choic 3 entre food best describ wholesom meet qualiti level air franc swiss lufthansa short haul busi class meal menu still miss like mani aspect experi ba cut lot covid reintroduc mind european trip 2022 ba charg 3 time fare level 2019 overal valu money poor wifi work start finish flight crew said work way captain contact london get fix return ba becom shambol blame far much covid time took respons fail ,1,2022-04-12,True
303,verifi shout help desk heathrow arriv late make flight ladi 32 year exp great tough crowd deal kind help get us place stay food eat flight home next day ,5,2022-04-12,False
304,verifi constant amaz british airway continu get thing wrong pretti much though cover base last 15 year live uk watch declin great sad flight pari except flight late overcrowd manag disinterest staff sat tarmac full board one hour wait cater load front back left gobsmack bare offer food servic anyway small packet crisp even smaller bottl water 45 minut flight wonder thought good oper plan delay whole plane load passeng 6 peopl busi class could speedili eat poor qualiti meal flight pari transpir 90 minut late miss meet fli pari attend never ,1,2022-04-11,False
305, trip verifi short haul flight best crew final leg give excel servic hope chose flight care book flight club world suit ying yang arrang still offer last minut aircraft chang put ying yang realli pension age ago busi class offer 4 across layout still squeez 8 across take one long haul leisur trip year busi class alway lose point game take except paid full non refund basi allow reserv seat point gain trip alon would allow us bronz status given status trip useless us status would allow us book seat 7 day prior departur still avail rather 24 hour avail long haul return flight unabl book window seat board door close window seat still vacant ask could move told fa would check noth happen take passeng move economi seat judg interact would bet someon staff travel think disgrac full fare pay passeng treat like take 1930 hrs offer drink servic supper told could order drink would deliv tray meal done meal would cold time ate summari would ever fli ba half chanc go anoth airlin ,7,2022-04-08,True
306, trip verifi comfort new suit flight great servic good food crew wonder new seat great except shoulder strap uncomfort entertain great wifi annoy cut need constant reconnect general posit experi ,4,2022-04-07,True
307, trip verifi british airway terribl airlin dealt caus famili extrem stress disappoint tri week speak someon make chang onlin hang everi time call driven despair treatment custom check onlin applic suck much better tri code app probabl work better everi time tri check taken page say verifi document yet app websit say verifi readi go upgrad pay upgrad say guarante go check go airport onlin work give differ seat paid lower class offer noth return hope never misfortun get stuck fli british airway ever ,10,2022-04-07,True
308, trip verifi british airway terribl airlin ever dealt caus famili extrem stress disappoint tri week speak someon make chang onlin hang everi time call driven despair treatment custom choic cancel chanc life time trip book 2 18 year old boy fli anoth airlin would alon japan ba cancel trip cannot rebook onlin trip book avio companion voucher ,1,2022-04-06,True
309,verifi ba get real bash forum thought buck trend report virtual flawless experi short hop edi lci ba8703 monday easi check decent loung experi except amiabl staff still forc serv behind barrier clean plane left time ridicul amount legroom 2d bulkhead seat lot space 1a c reason cook breakfast serv attent capabl csm arriv 15 min earlier schedul like overal experi vast major ba experi last 25 year anyway thought would nice read posit review ,3,2022-04-06,False
310,verifi new club suit amaz let bed littl firm pillow comfort pillow ever use food ok better ba past understand put everyth singl tray ok cabin crew brilliant surpris dinner crew come round beverag even bottl water ba realli great hard product would suspect soft product improv covid restrict becom less issu well done ba ,9,2022-04-06,False
311, trip verifi small plane busi rout servic good food ran lot option left good cabin crew ba actual realli friend ,1,2022-04-04,True
312, trip verifi ba continu charg premium disgust servic provid peopl custom servic tire dirti cramp aircraft 11 flight year one manag depart arriv destin time includ 3 busi class ticket cancel altern economi offer still refund 3 month flight late miss connect ba cancel rest ticket leav strand us ,2,2022-04-04,True
313, trip verifi flew back ba0254 bridgetown heathrow old club class huge disappoint go new club class suit end aw yin yang seat come soon enough even tri pay ba extortion pre book rate seat none left choos even week ahead wife stuck middl 2 seat 4 13e f good job overnight manag sleep bit climb neighbour often march film select good particular friend fa insist face mask must worn even though ba polici chang regard fli back non mask wear destin ie london sort ba took 20 minut late big tailwind made time relat smooth flight dinner bad breakfast fair dire wife smoke salmon bagel dread usual ba good realli good bad aw recommend hesit come ba great pay lot premium seat ,9,2022-04-04,True
314,verifi worst budget airlin ever use far wors ryanair refus fli even though basic free ba charg 10x much budget worst servic spent hour check outdat comput crash left us sat plane 2 hour connect internet left 50 luggag behind would refund everyon flight wait anoth 10 min luggag trolley arriv took three day return cost us 100s return sat near two hour sign luggag know compani incompet pursu compens free flight amex use worth go ,8,2022-04-04,False
315, trip verifi first actual flight fine staff 3 flight zrh lhr gva lhr lhr zrh first 2 economi absolut fine chatti friend credit compani infrastructur howev appal zrh lhr imposs check onlin 2 staff check everyon 2 flight result mislabel luggag hour delay sort gva lhr 2 5hrs late one lhr tow aircraft gate lhr zrh 50min late due slow gate staff even check onlin queue airport get actual board pass exampl reason sort stress ground staff imposs recommend airlin onboard 10 10 get onboard 1 10 ,7,2022-04-03,True
316, trip verifi flown economi ba year shock hard uncomfort seat small age tv screen limit inflight entertain food servic appal 13hr plus flight sock eye shade ear plug amen pack antibacteri wipe offer wi fi advertis avail flight paid premium money budget airlin akin easi jet ryanair jetstar last time travel ba 18 year fli ba realli need buck servic becom flagship servic use ,1,2022-04-03,True
317, trip verifi flew barbado 16 march ba 255 new club class suit huge improv old yin yang club class unfortun endur way back comfort big tv screen high qualiti pictur good headphon plenti nook cranni store small item privat nice friend fa call name pretti good drink servic good dinner serv let poor best choic movi flight entertain system thank good latest jame bond movi show took land time smooth flight one letdown usual extortion fee charg pre book seat come ba stop nickel dime spoil could realli good busi class product alreadi pay quit bit privileg recommend usual caveat ,5,2022-04-02,True
318,verifi poor flight cape town london chao cape town airport passeng handl incred long queue get secur passport control take near two hour total arriv loung somewhat frazzl happi find quiet area decent wine appropri food choic break board flight board went well seat offer small half full glass champagn captain made announc say aboard ahead schedul flight time would shorter schedul unfortun would mean arriv would earli land due 6 00 lift overnight jet ban heathrow would wait ground perhap half hour big deal captain announc due issu heathrow could get compil necessari paperwork would delay indefinit period delay uncertain durat one might hope offer champagn beverag particular busi class forthcom event take permit quit soon crew distribut menus pa say chang main cours drink order taken pre dinner drink main cours dinner choic wine dinner drink nut serv circa 45 minut take case small measur white wine bottom pleasant decent size tumbler husband anoth half glass champagn dinner arriv singl tray small measur red wine tumbler food look bland unappetis tast chees two small piec sit greasi pool vinegari chutney top wine offer ask second glass provid individualis basi coffe serv sinc hit mild turbul flight 11 hour durat snack beverag offer prior breakfast provid separ passeng show sign awak breakfast slight edibl dinner coffe tea offer individu mug orang juic avail request cabin crew larg absent cabin except meal servic must said extrem pleasant suitabl respons request individu item come british airway need better meet custom expect compet airlin similar rout cost busi class ticket passeng enjoy addit space seat comfort flatb benefit economi ticket 25 price paid premium cabin time fli busi class real treat longer case ,1,2022-04-02,False
319,verifi main complaint limit food serv bland bare edibl far worst ever experienc compar airlin use past staff friend enough rare seen meal snack offer flight differ everi airlin use past 14 hour fli breakfast offer tini cold stale ham chees roll small plain yoghurt coupl oreo ever decid fli suggest bring food certain return flight never use british airway ,5,2022-03-31,False
320, trip verifi complet utter chao heathrow yet sure ceo sean doyl must take respons step asid consist continu problem caus flight cancel delay queue first wing check 10am today 1 hour subsequ flight malaga 1 5 hrs late leav gate updat delay 3 time strang one person apologis said sorri ba seem think normal practic nowaday emerald oneworld wish altern ba becom intoler fli 55 year sinc bea boac day ,2,2022-03-31,True
