,reviews,stars,date,Verified
1408, verifi review athen london british airway call busi class sort mean spirit joke start british airway loung provid skyway jam peopl bad assort food actual seat 3d power plug tv front seat find economi canada seat width narrow pitch pathet fli premium economi cathay pacif dramat superior flight heathrow athen beat b767 aug 4 2017 food flight minuscul horrid amaz attempt call level servic busi disappoint ,3,2017-08-12,False
1409, verifi review cairo montreal via london 7 day wait baggag absolut inform british airway custom servic india cut convers often contact british airway paid full price low cost servic absolut custom consider heathrow nightmar baggag ,3,2017-08-11,False
1410, verifi review london chicago ba gold member reserv three ba busi class ticket chicago return denver select contigu seat young daughter would sit togeth week departur receiv messag ba inform flight cancel move earlier flight day departur date check smooth busi class counter lhr fast track board pass reader let us without problem loung attend howev curt dismiss us economi class board pass check true suspect till point sinc paid busi class believ everyth order told otherwis check custom servic agent loung told noth could sinc downgrad ticket spoke manag apolog tri search seat subsequ flight full could confirm ba intent compens us downgrad explan ba give us option busi seat despit cancel flight week advanc acknowledg ba made mistak ordeal howev contact crew inform situat end travel economi class add insult injuri airlin unabl place us next famili split seven row apart howev crew nice allow us leav aircraft first almost seem work differ compani compar incompet ground staff ,2,2017-08-08,False
1411, verifi review nice london heathrow fli nice back work book compani travel agenc extra bag ad way want fli back lhr earlier travel agent rebook earlier flight cost 371 gbp arriv nce ground staff refus acknowledg extra bag say earlier flight stood ground head check told want fli pay 75 eur duress prebook seat silver find gate chang middl seat loath 767 claustrophob ask bag offload would travel next flight right standoff gate trend ba spiral bottom outsourc check staff comprehens ba system combin arrog ignor mean choos airlin one flight next week paid almost 1100 pound get nice back today economi greet disdain ground staff crew board utter miser get grip fact junk airlin despit high price audac charg 7 pound gin tonic aircraft tire worn toilet stink pleas favour book someon els ,10,2017-08-07,False
1412, verifi review london doha flight got cancel due cabin crew strike choic fli day due work commit class book avail altern qatar airway flight british airway refus upgrad could downgrad economi would rate british airway way normal standard custom satisfact ,2,2017-08-05,False
1413, verifi review pari cdg london difficult find anyth posit write ba flight delay fault near hour staff communic interact cabin good old chat front one even decid time snooz 700 dollar 45 minut flight get better seem inconveni passeng one care extra 1 hour ground unclean aircraft terribl worth money ,1,2017-08-04,False
1414, verifi review gatwick papho chao check anoth system failur leg room shock 4 hour flight defin low cost airlin food drink ife pay luggag long haul ba bare maintain standard short haul british airway becom disgrac ,5,2017-08-03,False
1415, verifi review unimpress servic indiffer impress job flight crew smile flight perfunctori servic best guess mayb expect fli economi british airway call economi world travel wonder top make decis travel world awar much superior servic airlin offer even economi ba take page qanta see economi servic look like understand ba recent lost star 3 star quit understand offer flight food aw dinner chicken rice pea breakfast ireland cream fill bun granola bar aw even recent unit flight syd sfo serv better meal return crew offer beverag servic water flight airlin constant offer wine offer best part reason good spanish pinot gris altern uk canada air canada air transat westjet westjet purchas food sure superior ba offer last flight britain air canada much superior air franc last octob pari excel qanta australia alway brilliant redeem factor flight airbus 380 still smoothest quietest plane fli appar british airway ceo ountant bean count show servic food qualiti offer servic flight budget airlin servic best embarrass britain flag carrier ,2,2017-08-03,False
1416, verifi review british aurway one best airlin world well known outstand inflight servic decent food comfort seat good entertain level profession unequal mani airlin time chang recent ceo notabl current holder post alex cruz ba declin level budget airlin fact superior travel experi budget carrier fli vancouv london a380 superb wonder aircraft beyond atroci dinner tough piec chicken cook veget dri rice breakfast farc dri bun smear cream chees granola bar hard suitabl breakfast fare entertain option far inferior use crew unsmil disinterest inattent throughout flight snack water offer meal noth rout air canada superior everi way sad excel airlin hand ceo strategi seem race bottom rather quest among best airlin ,5,2017-08-03,False
1417, verifi review british airway quick becom low qualiti low cost servic premium price airlin apart remov food servic replac mark spencer buy board menu particular flight even manag run food will pay impress see mani passeng express opinion next time fli anoth airlin reflect qualiti servic ticket price came month major failur ground ba flight weekend thing left safeti lose ,2,2017-08-03,False
1418, verifi review catania gatwick 30min plane took food trolley wheel club class curtain staff man task sell leftov outbound flight took 2 hour trolley reach row 24 row food left even kit kat last coca cola bottl water sever factor contribut silli situat ba tri becom low cost airlin realis sunk low book fact card transact could use pay block aisl long period result trolley spend time push aisl let passeng get loo back sell ba tri keep front toilet busi class passeng total inadequ suppli food board aircraft meant sale person go left everi sale hope find someth passeng would ept ,2,2017-08-02,False
1419, verifi review venic gatwick problem encount 24th juli venic marco polo airport result cancel flight ba2581 back gatwick various convers took place would appear british airway staff venic marco polo airport everyth handl local servic agent obvious mani problem result mishandl local servic agent need made awar train necessari doubt ba pay money carri duti announc unclear especi loung departur board inform help arriv 13 00 eventu taken bus hotel almost 1 hour away arriv 24 00 follow day replac flight taxi flight deck hold warn light came creat delay fix safe fli ba need improv standard ,1,2017-08-01,False
1420, verifi review bucharest london take 3 hour second bad experi ba want eat someth pay offer glass water first experi flew miami london june 10th flight delay 3 hour ground transport one termin anoth aw also heathrow airport ,9,2017-08-01,False
1421, verifi review london heathrow ra flight regular late leav lhr 1 2 hour regular rout 18 year spent mani hour delay lhr start well ba last choos gate process excess hand luggag prior final gate check gate 27 rather far gate t3 hand luggag problem sector look good gate crew lost control gate see door jetway open passeng surg forward block entranc call made first gold busi etc come forward pleasant push forward get gate ba premium passeng one first class passeng told gate assist take control back gate blame passeng actual poor gate manag staff miracl flight depart time arriv ra littl earli first 18 year rout board crew top deck could friend shame poor product work poor food poor seat layout defi sens lousi cheap amen kit final inflight entertain packag chang month month catch other ba ,3,2017-07-31,False
1422, verifi review gatwick orlando return possibl worst pre post flight experi rememb 4 hrs late way almost three hour late return journey bas use old aircraft blame fail ife repair took two hour tri remedi fail replac plane requir time arriv ba realis crew could fli due exceed hour led 1hr delay wait standbi crew avoid show lack genuin care pre flight ba refresh provid urat inform endless wait board children first total mess plane could land due bad weather divert tampa due low fuel whilst seem fair enough plane actual 1hr late leav gatwick first place left time might land fine passeng would encount long delay terribl shame embarrass call british bring warm profession feel far see use ba ,3,2017-07-31,False
1423, verifi review san diego london heathrow worst busi class flown flew 777 whilst newest plane fleet still expect level comfort seat narrow lie flat slim size 8 could turn around seat footrest come form end bed line rest seat feet rais armrest narrow hard wobbl around everi time person next move chair move hydraul must connect annoy tray tabl well support pull arm rest slope drink meal tray stay put secur basic flimsi unus use inflat neck pillow support lap seat 14a rear face window seat plastic divid seat next forward face aisl seat divid stay airbourn first 40 minut whilst plane board stare fellow passeng direct face awkward tv pull side column mine stay put want go back column watch movi angl food well fillet streak tough dri similar dish fli state 777 american airlin much better job select wine good key lime pie nice servic want good servic get window seat cut aisl plastic divid opposit passeng cabin crew forget even ask drink trolley went round dinner breakfast layout seat also make tricki cabin crew pass drink food go opposit passeng head ideal turbul also wifi even though ba advertis appar boe 777 right equip short ba obvious prioritis cram mani small seat possibl busi class cabin layout impract seat narrow awkward intim view fellow passeng layout also mean clear visibl cabin crew get ignor 777 old plane definit need modernis ensur seat work proper tv stay socket watch movi tray tabl support meal one fli ba busi ,3,2017-07-31,False
1424, verifi review flew british airway pisa london gatwick two us arriv airport exact two hour departur hand baggag alreadi check onlin board card smartphon proceed secur queue pretti hectic took 30 minut get although fli economi ba gold member ess loung loung quit date design comfort good select food beverag contract loung left loung 45 minut schedul departur still go passport control queue long slow took 20 minut get head gate board prioriti passeng receiv magic beep upgrad club europ us gold member seat row 7 typic 3 seat middl seat block tray instal leg room great short take offer drink glass champagn serv full size bottl offer afternoon tea consist three finger sandwich beef egg tuna slice victoria spong cake tasti miss scone club europ also manag two top up champagn cabin crew effici friend enough happi provid extra drink request flight arriv time train within 30 minut land overal paid 50 flight upgrad bargain ,2,2017-07-28,False
1425, verifi review flight budapest london delay 22 hour time british airway offer noth help hotel reserv despit limit hotel avail due world swim championship food transport airport fact ba even repres budapest outsourc hungarian agent best absenc input ba even custom servic desk phone answer india also outsourc flight final took could even buy food plane told ba repres would meet us heathrow arriv gate give us food voucher wise show one look voucher 24 hour life get back rather airport food voucher flown sever time month last 40 year mani airlin never treat bad fli abba anyth ba ,3,2017-07-28,False
1426, verifi review british airway cancel flight put eva air flight differ baggag allow pay 140 excess thought book ba pay excess refus month refus acknowledg respons issu court summon admit fault flown 20 differ airlin never compani behav way obvious wrong ,1,2017-07-28,False
1427, verifi review singapor newcastl via london heathrow terribl airlin avoid cost affect global outag bank holiday weekend wait line two hour get new ticket terribl slow whole episod wrote e mail request compens flight delay misplac baggag juli 2017 still gotten back moni extrem poor custom servic wrote e mail twice chase refund said check week ago heard yet flight experi poor becom budget even provid necessari toiletri like toothbrush long haul flight flight entertain also poor limit select movi ,2,2017-07-27,False
1428, verifi review bergen london heathrow gold execut member year rave ba sad huge chang year flew london frankfurt daughter buy food board found high irregular especi mainstream airlin today flew bergen london experi end disgust ba charg way higher price other much cheapi line also charg food economi entir execut team fire ba lost anoth client ,10,2017-07-27,False
1429, verifi review newcastl boston via london flight newcastl heathrow fine although pay cup tea avio especi slick superb flight heathrow boston even though day latest ba strike start 19th juli left slight late due heathrow comput problem earlier day kept fulli inform progress seat b777 300 comfort plenti legroom bassinet seat cabin crew thought high profession regular consider reassur updat cockpit food realli pretti good drop second meal rout problem entertain bad nice chat captain wait bag arriv airport ba crew credit airlin norm ba would happili fli soon ,1,2017-07-27,False
1430, verifi review flew london heathrow sofia fli british airway 40 year truli aw see differ easyjet ryanair main differ ba rude sheer unprofession staff encount everyth t5 self servic includ bag drop paid food etc ,3,2017-07-26,False
1431, verifi review flew last week london frankfurt light refresh complimentari crew busi oper card termin etc make less time nice passeng ask complimentari inform tap water came ice offer return given mid seat ask free aisl told wait till board sat free aisl airlin continu pretend high standard slip depth book ba airlin avail ,2,2017-07-26,False
1432, verifi review one way avio redempt flight fare cost 17 50 7 500 avio ba gold member use first class wing t5 includ direct ess galleri first loung quick queue secur loung busi arriv switch breakfast lunch former better food offer sausag mushroom tasti lunch good order ba burger chip best part five given plate wife order aranchini aw tasteless left buffet select particular interest chicken potato veggi curri chilli wife said curri okay chilli tri bland drink offer decent gin festiv although drink stuff choic look extens glass henriot champagn okay better aw castlenau use good taitting serv year ago tri sip kiwi pinot gris rememb call nice final resist shot johnni walker blue first class loung need tlc gent smelli unkept none plug socket work normal tri fli anoth oneworld airlin ba ba prefer fli t3 excel cathay pacif loung fact prefer new ba gatwick first loung galleri t5 flight okay push back slight late arriv bologna time bother bob eaten loung save dinner bologna cabin crew seem friend enough spent quit long time sell bob offer sat pair two seat next door 3l realli appreci two seat without neighbour almost full flight due seat posit plane fact front rear door use deplan one last passeng exit short bus ride termin took 20 minut get though passport control 30 minut wait luggag despit lot moan ba forum realli complain overal experi gold member loung ess free paid full premium fare ess loung yes disappoint ,1,2017-07-25,False
1433, verifi review return trip heathrow jfk two good thing fli british airway use entertain system start like termin five heathrow rest disappoint outbound flight complet full delay depart would expect known would abl prepar ensur flight left schedul apolog return trip also late depart quicker expect cannot complain one inflight meal offer bag crisp 18g chocol bar felt like school cabin crew over friend either journey inflight entertain fine lot film new old watch would usual fli emir virgin decid fli ba give go similar thought fli ba worth british elitist ineffici ,2,2017-07-24,False
1434, verifi review london heathrow berlin return take anyth ba flight arriv berlin check handbagg one parti told rude check baggag despit contain fragil item anoth parti want check hand baggag told time ground staff inconsit rude uncoop alloc window seat despit request aisl seat new seat configur narrow could get alloc seat replac knee bend enough get seat fortun one parti swap aisl seat put small plastic bag fragil item overhead locker steward without tell consult move queri told madam know done 71 year old refus patronis readi stand row time fortun love stewardess guy saw face jump jokey remark save situat food left back plane usual earth pay premium price appal custom servic want budget flight use easyjet anytim ,5,2017-07-24,False
1435, verifi review barcelona boston via london mix review rebook sudden next day busi class wife broke bone shoulder go home urgent ba cut us slack injuri chang cost fortun good flight crew wonder support help food surpris good wheelchair attend lhr wonder bad a321 busi class economi seat slight increas pitch middl seat block boe 777 busi class seat comfort seat middl 4 seat central block allow ess aisl aisl passeng seat flatten use footrest lhr connect 2 hr bare enough termin 3 5 transfer ba repres said 1 hr would adequ even wheelchair allow prioriti secur transfer bus also nasti surpris wifi 7 hr transatlant flight ,3,2017-07-24,False
1436, verifi review london madrid weekend flight heathrow check fair chaotic earli morn check secur okay full flight gate staff quit keen check passeng hand luggag manag get 2 piec flight deck inform slight delay cabin crew struggl get buy onboard servic manag get singl coffe long wait quit short flight fare low cannot complain much ba differ easyjet flybe etc ,1,2017-07-23,False
1437, verifi review london heathrow brussel return work fli frequent firm opinion ba flight endur rather enjoy even premium cabin time right price reflect add prepar get last prepar given middl seat last second last row eat drink board unless cours happi pay way get aisl seat alloc third last row win flight longer coupl hour strenuous avoid ba shame way grew ba back day boac bea said flight brussel ok full aircraft either way ,3,2017-07-22,False
1438, verifi review london heathrow ra flight left near two hour late bit explan realli ground staff board plane minim time departur alway busi flight passeng take load cabin bag ground staff start collect excess baggag peopl 20 min board room board luggag chao economi class flight work flight board anyth less 1 hr departur ba realis flight need least 60 min board delay flight heathrow poor manag fact ground staff noth control crowd simpl polit request would help grand staff downright rude grumpi passeng one money make flight airlin need game polit even enjoy job deal passeng board crew friend profession friend make old aircraft need good clean refresh along poor flight entertain poor food poor qualiti seat cold salad option far better hot offer ba club class still wi fi ba even discount carrier like norwegian let along flag carrier like emir qatar airway ,2,2017-07-21,False
1439, verifi review krakow london got us fine main issu food servic sat row 21 probabl 3 4 way back even weekday flight everyon tire hungri new servic disast flight 2 hour took 1 hour singl food trolley make way row time arriv avail kitkat sweet alreadi run sandwich hot food took long time custom pay use credit card machin seem keep problem also varieti new menu whilst general good thing meant staff kept run back galley replenish clear still enough store say servic better easyjet think twice travel ba paid work would travel servic gone downhil year real shame nation carrier ,8,2017-07-21,False
1440, verifi review gatwick bridgetown manag locat seat offer reason leg room 6ft although feel knee passeng sit behind think lucki delay take apolog provid food okay pleasant surpris crew member hard work polit profession boe 777 200was show sign age g viiw compar aircraft flew last year plane appear care concern ba go shoehorn 10 abreast instead current 9 cannot conceiv physic eat meal would possibl overal experi good asion ife old work last time ,1,2017-07-19,False
1441, verifi review dubai london high expect surpris bland uninterest journey start uninspir visit ba loung poor food choic poki plane clean rather poor busi class menu poor entertain worst seen afternoon tea afterthought forti minut wait gate lhr realli sum state ba today bland uninspir lack passion serv patch qatar airway emir make feel quit inadequ brit,1,2017-07-17,False
1442, verifi review london heathrow sofia flight time ground servic smooth howev seat chang due aircraft configur chang normal happen choic apolog offer silver member complimentari servic onboard provid crew even problem payment machin luckili got water treat airport shop cramp cabin uncomfort seat ba budget airlin charg premium price wors servic budget airlin abandon silver status consid use airlin still use ba well case fare competit rout ,1,2017-07-16,False
1443, verifi review mauritius gatwick club world effici check third parti loung mauritius airport reason place spend time flight usual facil time departur welcom warm glass champagn cabin ok though littl grubbi place food select mediocr dinner meze starter averag best main pasta bland tasteless cabin crew attend wife help could toilet kept clean throughout flight reason breakfast note remov arriv loung lgw 12 hour flight would quit welcom ,1,2017-07-16,False
1444, verifi review new york jfk london heathrow british airway loung jfk truli terribl seem refresh late mean row scruffi seat toilet crowd enough chair even flight tend depart within hour allow first class loung despit ba gold list member much loyalti instruct check sleeper servic eat loung advisori instruct club world food offer loung dine experi overcook poor qualiti usual cub world servic ba involv clamber peopl get aisl poor food offer food poor flight entertain put inflight divid never put back ba train staff put divid good manner put serv food drink crew obvious know provid inferior product act ord product offer ba mediocr even saw club class passeng take food exampl carrier must laugh take ba term servic qualiti aircraft shame ,10,2017-07-16,False
1445, verifi review pack flight athen london heathrow cabin crew spent quit bit time sell food drink trolley everyth purchas go back glass tap water complimentari small tv screen hang interv display flight rout minim interact crew seat fine bag space overhead ampl charg plane arriv time relief chang termin catch connect two hour made travel follow custom survey airlin glad four hour flight end noth special least time safe ,1,2017-07-16,False
1446, verifi review venic gatwick done british airway worst servic incred rude staff suppos fli back venic 11 55 p 10th juli flight delay hour half ba polici indic food voucher otherwis flight delay less two hour fair enough howev take ount time flight airport cafe vce airport avail custom secur shut around 11 30pm went buy water guy counter refus outright anoth ladi sinc 11 flight earlier day delay went around time redeem food voucher guy shout call guard duti help incred rude partner tweet ba respons although compliment someon pic time final found vend machin water one person british airway whole time till 1am morn enough board start show ticket told prioriti board line one next us regular joe like us tenth twelfth peopl front queue queue move parallel us sign announc separ two queue instead polit mention member ba staff shout us everyon hear ask us go back line call prioriti board queue meant everyon mention told cut queue wast time move asid wait everyon els board definit never go choos ba ,2,2017-07-14,False
1447, verifi review new york jfk manchest via heathrow budget airlin tri retain big name brand flight cancel book delay aircraft divert liverpool wherebi passeng subsequ abandondon poor qualiti aftercar ba custom servic extrem poor respond complaint eventu shrug problem disappoint fli ba ,7,2017-07-12,False
1448, verifi review fli boston london a380 800 return recent retrofit boe 747 400 747 seat newer much comfort previous flight appear one economi section a380 seatback tv flight entertain signific upgrad part cabin aesthet comfort lack overhead light replac cabin crew polit profession ommod complaint captain even gave us person genuin announc takeoff appreci given amount prepar necessari long haul flight flight comfort 6 hour 59 minut without delay either end bit concern ba risk turn low cost carrier current leadership experi crew still great job ,1,2017-07-12,False
1449, verifi review napl gatwick use admir love ba longer admir dislik soon like hate think one entitl pleasant expect pay inconsider supplement fli club europ wife notic constant deterior last two year complain receiv avio compens time cup overfloweth unfortun bless alloc aisl seat separ row even though wife prefer state like window seat plenti seat adjac avail permit make onlin chang manag get seat next ba keep trip start well enough new ba south termin loung spacious good select drink food magazin time came board amongst other club europ passeng invit board first check made result almighti scrum anybodi push forward immedi exacerb stand coop stifl bridg 10 minut clean aircraft finish board unlik club europ passeng offer glass water worst unforgiv found food debri dirt seat much wait clean finish open meal tray clear clean crumb stain took photograph also point find pleasant stewardess seem utter appal look meal pleasant offer coffe tea afterward whilst object serv wine larg bottl mean one get smallish glass ask refil someth everybodi like practic pour larg bottl clear cost cut exercis previous asion disappoint find loung facil club europ passeng avail airport like corfu rhode heraklion even sevill contrari ba websit time told airport ba longer pay passeng ess time wife enquir well advanc whether would loung ess napl told least knew beforehand thought got hold area prior gate open join rather merri club europ passeng told us loung though exclus ba use abl ess enjoy could check staff told us wait area suffici seat lucki found howev young ladi arriv deal check board card passeng sit beyond stood forc get move way back side club europ passeng amongst first call look bad know show board pass stand seat avail cramp area 14 minut gate open word doubt privileg stand longer passeng ,1,2017-07-10,False
1450, verifi review toronto london heathrow ba exec silver member paid 2 500 return busi flight work straight fli journey origin boe 787 chang plane old boe 777 journey flat busi seat yyz lhr broken cabin servic director fix bench part 5 inch differ level main seat extrem uncomfort sleep wink extra pillow avail either busi first food ined journey outbound fillet british beef tough old rope asham busi breakfast yyz lhr better greasi joe cafe also wine print menu avail leg case promis deliv simpli mile behind competit csd complet complaint also wrote alex cruz custom servic team offer 50 voucher planet angri dissatisfi custom money principl ,5,2017-07-10,False
1451, verifi review london montreal also flown economi plus montreal london busi class london tokyo london rome return ba economi par ryanair busi okay economi plus disappoint poor food regardless class travel seat less comfort competit follow relat minor complaint annoy given concern thriller start watch movi flight montreal london last 15 min movi miss look like record consist first 105 min 121 min total movi next day tri see last part movi two ba flight busi economi plus case final part movi miss addit minor problem ba flight plagu serious flaw infotain system record safeti inform almost inaud due crack nois problem appli flight ,5,2017-07-10,False
1452, verifi review return flight newcastl geneva via london heathrow club europ check newcastl rapid without queue fast track work well loung ok limit select food onboard flight domest european biz class fine seat decent legroom choic food chicken salad charcuteri chees good qualiti drink staff love profession good humour despit lot servic deliv short sector crew gva lhr particular good biz passeng becam unwel need medic attent arriv mix fleet strike date t5 south loung lhr like sauna ess imposs south secur involv long walk downstair north loung better return bathroom general dirti need updat tag prioriti bag liter last belt geneva joke like ba fault first back newcastl overal short haul busi product perfect adequ noth skip queue ba loung pretti poor compar competitor happi see crew still excel job ,3,2017-07-10,False
1453, verifi review london keflavik british airway experi certain chang happi pay less still treat like staff happi see alway case fli low cost airlin termin 5 one best termin heathrow connect long haul flight asia anoth carrier bit tire travel weari take morn flight staff greet us smile plane felt nice seat comfort bring entertain purchas food drink found compar good valu money quit good like ba servic touch manag nice effici nice smooth flight home iceland end vacat honest say look forward next flight ba ,1,2017-07-09,False
1454, verifi review bit nervous book bristish airway return flight london tokyo realli pleasant experi flight attend love attent prompt sweet nervous flyer tend drink lot never felt judg like bother order anoth food good plenti flight movi option pilot reassur realli sure els could need also price ticket afford ,3,2017-07-09,False
1455, verifi review gatwick mauritius disappoint see declin qualiti ba sinc last flew flight 11 5 hour mauritius shock qualiti economi class seat ba serious consid good enough long haul flight length possibl least comfort airlin seat ever everi lump bump imagin infuri headrest stay slip bang neck everi 15 minut seat back offer protect person behind put thing seat pocket legroom also poor albeit averag height knee press seat front even reclin food also poor snack offer meal slop flown air nz virgin emir ba last two year ba poorest term food comfort good point cabin crew reason good toilet clean flight entertain work fine good select enough save genuin poor experi ,7,2017-07-08,False
1456, verifi review boston barcelona via london silver ba card holder reserv two flight wife boston london heathrow premium economi heathrow barcelona economi class paid seat reserv wife leg bronz card cannot reserv without pay check boston given differ seat heathrow barcelona sector reserv exit row due chang aircraft configur although book made month advanc notic given chang earli june appli refund seat reserv cost given case number date communic refund ba spite send second email ask inform overal servic onboard attent custom declin signific past year due cost cut measur fli transatlant ba futur 7 year sever cross year articl british airway financi time 2nd june said custom less less happi due increas earn cost cut sharehold happi eventu may learn loss custom import ,4,2017-07-07,False
1457, verifi review gatwick mauritius busi class check loung reason standard new loung gatwick nice board fine pre select seat retain layout featur standard club world servic level expect club kitchen fair limit offer half entertain work proper short eptabl servic flight left arriv time howev ba take note rout emir less expens would offer a380 offer leg reason choos ba fact direct servic ,1,2017-07-06,False
1458, verifi review london heathrow larnaca british airway flagship airlin uk paid littl bit servic alway cut rest decid turn budget airlin pay extra everyth includ high price sandwich even charg water card pocket go without take cash mind pay bit extra ba flight better easyjet ,5,2017-07-06,False
1459, verifi review london hong kong premium economi fli ba mani trip last six year seen shock declin servic feel compel write review six flight year three serious delay one oslo london 9th june captain decid wait busi class passeng made way loung time take worst experi howev go hong kong 30th may technic fault plane captain decid board passeng schedul time sat plane almost three hour without offer water refresh littl inform apolog 11 hour flight premium economi extra amount paid offer addit comfort switch seat help disabl passeng end seat next toilet meant got rest night premium economi seat next toilet flight servic poor nobodi came around offer water beverag night still wonder anybodi would pay premium economi lousi offer seat margin spacious economi reclin would economi food mean rather bad flight attend clear interest offer servic beyond first two hour flight predict plane land hong kong time three hour delay airlin avoid pay compens passeng uncomfort flight hope better experi return flight 4th june found ba scrap sparkl wine welcom drink premium economi passeng although time flight time gave bad feel ba cynic attitud toward passeng mean look altern airlin would recommend avoid fli ba ,1,2017-07-05,False
1460, verifi review belfast munich via heathrow today 4th juli found need chang travel date 7th juli 6th juli attempt ba manag book 2 hour although select 4 differ flight time time thought book chang complet extra cost 156 199 seat cost told chang flight fulli book even though book includ purchas seat shown avail quit contact ba custom servic phone wait 20 minut agent say hello provid name prompt lost anoth 20 minut later spoke anoth care help ba agent told avail flight chang would cost almost 500 onto 218 ticket could book new return ticket lot less huge unimpress addit charg ba work line ba sell friday flight time spent go around circl onlin end noth phone custom servic time take get though custom servic clear insuffici staf work limit capac realli help ba serious need makeov self examin custom consid use tell everyon avoid write review ,5,2017-07-05,False
1461, verifi review london heathrow tallinn return flight time way chang seat row 12 emerg load legroom row front reclin comfort bought nondescript coffe good flight flight home surpris use qatar airway plane crew due ba strike row 12 emerg row legroom standard ba better seat new plane decent free snack nice small bottl wine also free good experi wake ba ,1,2017-07-05,False
1462, verifi review london heathrow barcelona thought would better low cost airlin fact quit wors cheaper option hesit go flight full say take board backpack put seat bag trolley rude peopl ridicul rule compani live past centuri ,3,2017-07-05,False
1463, verifi review dubrovnik gatwick poor ground servic chaotic board via airport bus greet assist board cabin staff shoddi servic becom ba norm forc fli ba tour oper would wise chosen altern airlin food choic purchas avail tea lukewarm pleasant cabin staff rude unhelp unpleas flight ,9,2017-07-04,False
1464, verifi review stockholm london heathrow shabbi third parti loung stockholm tire 767 aircraft buy board servic took age crew funni rais eyebrow ba new low cost carrier concept europ expens buy sandwich board ba one rung ryanair par easyjet come custom servic deliveri shame happen conveni flight time lhr departur good get afraid ,2,2017-07-04,False
1465, verifi review london dubrovnik interest ba drop fli serv advert board usual unorganis shambl sell hand luggag ticket add scrum tri place modest size bag overhead less three coupl came overs bag one instanc took 3 peopl lift bag overhead come danger close drop bag onto head seat passang complaint made cabin crew respons entitl bring hand luggag trolley sale refresh took inordin time choic unavail cabin crew frequent gave wrong order great difficulti autom card payment system would strong recommend take food ba short haul flight ,1,2017-07-04,False
1466, verifi review flew ra london heathrow go well ra mean order board got end runway pilot announc would return stand discrep cargo load assum load manifest takeoff termin second engin start job took hour sort cargo remov drink offer busi class remind flight standard british airway club world product noth special memor least full reach divid screen serv happen tire busi class product old tire plane wish ba would least tri show interior patch togeth mask tape someth look like grouter would use bathroom crew realli much offer term product although profession friend must terribl work ba know product inferior intern carrier inflight entertain dire regular travel addit one two new film rest chose month month memento night flight chang year sure due refresh ,3,2017-07-04,False
1467, verifi review london heathrow stockholm newish aircraft nice leather seat cramp nice leather seat emerg exit fine other tight ba akin low cost carrier europ expect much wont disappoint realli differ fli easyjet day ,8,2017-07-03,False
1468, verifi review malta gatwick british airway cater servic manag invest lot time money meal scheme earn extra incom rather give free meal initi impress spi food drink menu merit appreci howev flight ba 2645 malta gatwick initi feel happi swift gut strict vegetarian happi see select vegetarian fayr unfortun time trolley got long time might add veggi sandwich veggi foca ia even mix nut heaven sake cours plenti non vegetarian couscous salad chicken veggi altern disappoint ba need better fli ba need assur care much veggi peopl meathead ,8,2017-07-03,False
1469, verifi review london zagreb british airway lost luggag 20th june 30th still tri get inform came across ridicul custom servic agent 21st advis us unauthoris enquir claim provid correct inform ask inform incorrect would proceed call 6th day back airport fli told bag deliv temporari address day mess told would tri get last flight would call us arriv heathrow went custom servic desk ask could get inform ladi would even let us line thing place follow miss luggag make claim need wait phone call never heard anyon back home australia call follow bag advis claim close need wait claim reopen wait anoth 72hrs get updat receiv call anyon phone bill 800aus due amount call make suggest british airway take good hard look treat custom spend hell lot money fli airlin take consider would feel side world luggag 10 day absolut disgrac ,8,2017-07-01,False
1470, verifi review manchest philadelphia book flight british airway flight american airlin book gluten free meal way use field book form ba provid meal came round told ba pass dietari requir could offer small salad half tomato lettuc land email british airway complain ask ensur gluten free meal return receiv repli food flight countless email final receiv messag tell even though british airway field form ask dietari requir contact american airlin request british airway appar pick choos inform send carrier airlin told ask inform intent pass met request better line truli incompet one point start talk child 0 10 custom servic ,4,2017-07-01,False
1471, verifi review land second two flight first london kuala lumpur leg experi except chose seat 1e 1f leg partner seat clean well maintain fulli function comfort ground servic t5 vast improv new first wing pass quick met attent staff prompt profession servic concord room golden loung kuala lumpur less inspir staff good nice dinner menu onboard staff leg profession friend intuit attent good natur went way ommod dine request flower bathroom kept clean though second bathroom would help wait time amus bouch provid plenti wine shortag food noth ran glass never empti crew knew make bed without ask flight remind fli ba remain loyal ,5,2017-06-30,False
1472, verifi review frankfurt london heathrow three bag belong self colleagu check 26 june frankfurt 1720 flight london 2 5 hrs flight flight arriv london 40 min late 1 3 bag appear carousel busi flight virtual check baggag courteous custom servic personnel baggag hall took detail note baggag load promis bag would sent first flight next day deliv offic 12 00 noon noth still wait deliveri 1510 three day later 1 3 deliv 48 hour deliveri ,6,2017-06-30,False
1473, verifi review british airway busi class heathrow ra bbc report delay afflict rout 85 122 70 flight rout delay 30 minut last summer regular rout verifi una eptabl delay inde flight delay usual hour club world product tire worn updat despit constant updat carrier ba crew fine given good enough product tool outshin airlin usual chaotic board process flight airlin know issu hand luggag alway board plane thirti minut departur never work rout ba learn seat usual ba format busi class keep airlin includ one world member like qatar american royal jordanian constant lower divid seat serv rude poor servic comfort akin ethiopian airlin older aircraft rather expect ba lhr  lhr rout money maker ba use old tire aircraft rout milk worth air franc klm probabl offer better busi class servic rout great shame see one previous great airlin go standard ,2,2017-06-30,False
